document,candidates,top1_match,top_5_match,top_10_match,pos_1st_match,query_terms,full_query_terms,iteration,term_field,document_field,query_terms_ratio,memory_size
1664,146,0,0,0,-1,0,10,1,track,session,0.8,3
1666,146,0,0,0,-1,0,19,1,track,session,0.8,3
1669,146,0,0,0,-1,0,5,1,track,session,0.8,3
1670,185,0,0,0,-1,2,29,1,track,session,0.8,3
1671,146,0,0,0,-1,0,24,1,track,session,0.8,3
1674,146,0,0,0,-1,0,11,1,track,session,0.8,3
1675,154,0,0,0,-1,4,46,1,track,session,0.8,3
1677,146,0,0,0,-1,0,7,1,track,session,0.8,3
1679,281,0,0,0,-1,4,49,1,track,session,0.8,3
1680,146,0,0,0,-1,0,14,1,track,session,0.8,3
1788,146,0,0,0,-1,0,4,1,track,session,0.8,3
1789,146,0,0,0,-1,0,6,1,track,session,0.8,3
1792,146,0,0,0,-1,0,11,1,track,session,0.8,3
1798,146,0,0,0,-1,0,18,1,track,session,0.8,3
1805,146,0,0,0,-1,0,4,1,track,session,0.8,3
1806,146,0,0,0,-1,0,9,1,track,session,0.8,3
1866,146,0,0,0,-1,0,35,1,track,session,0.8,3
1868,146,0,0,0,-1,0,13,1,track,session,0.8,3
1870,146,0,0,0,-1,0,30,1,track,session,0.8,3
1872,146,0,0,0,-1,0,20,1,track,session,0.8,3
1875,146,0,0,0,-1,0,5,1,track,session,0.8,3
1943,146,0,0,0,-1,0,14,1,track,session,0.8,3
1944,146,0,0,0,-1,0,18,1,track,session,0.8,3
2042,229,0,0,0,-1,3,48,1,track,session,0.8,3
2050,146,0,0,0,-1,0,42,1,track,session,0.8,3
2150,146,0,0,0,-1,0,5,1,track,session,0.8,3
2151,146,0,0,0,-1,0,30,1,track,session,0.8,3
2159,146,0,0,0,-1,0,7,1,track,session,0.8,3
2290,0,0,0,0,-1,2,16,1,track,session,0.8,3
2292,0,0,0,0,-1,2,16,1,track,session,0.8,3
2301,146,0,0,0,-1,0,5,1,track,session,0.8,3
2303,63,0,0,0,-1,1,10,1,track,session,0.8,3
2312,146,0,0,0,-1,0,35,1,track,session,0.8,3
2395,146,0,0,0,-1,0,18,1,track,session,0.8,3
2396,146,0,0,0,-1,0,35,1,track,session,0.8,3
2405,363,0,0,0,-1,1,12,1,track,session,0.8,3
2416,146,0,0,0,-1,0,5,1,track,session,0.8,3
2418,146,0,0,0,-1,0,75,1,track,session,0.8,3
2447,146,0,0,0,-1,0,11,1,track,session,0.8,3
2524,146,0,0,0,-1,0,61,1,track,session,0.8,3
2525,0,0,0,0,-1,8,44,1,track,session,0.8,3
2527,146,0,0,0,-1,0,11,1,track,session,0.8,3
2529,146,0,0,0,-1,0,14,1,track,session,0.8,3
2530,146,0,0,0,-1,0,7,1,track,session,0.8,3
2532,146,0,0,0,-1,0,22,1,track,session,0.8,3
2533,146,0,0,0,-1,0,25,1,track,session,0.8,3
2656,211,0,0,0,-1,2,37,1,track,session,0.8,3
2658,170,0,0,0,-1,3,37,1,track,session,0.8,3
2660,276,0,0,0,-1,2,19,1,track,session,0.8,3
2662,318,0,0,0,-1,1,14,1,track,session,0.8,3
2835,146,0,0,0,-1,0,23,1,track,session,0.8,3
2842,146,0,0,0,-1,0,35,1,track,session,0.8,3
2906,43,1,1,1,1,8,47,1,track,session,0.8,3
2907,146,0,0,0,-1,0,4,1,track,session,0.8,3
2908,146,0,0,0,-1,0,18,1,track,session,0.8,3
2911,146,0,0,0,-1,0,29,1,track,session,0.8,3
2932,71,1,1,1,1,1,14,1,track,session,0.8,3
2933,146,0,0,0,-1,0,18,1,track,session,0.8,3
2934,146,0,0,0,-1,0,8,1,track,session,0.8,3
2935,191,0,0,0,-1,8,61,1,track,session,0.8,3
2937,146,0,0,0,-1,0,24,1,track,session,0.8,3
2938,380,0,0,0,-1,6,37,1,track,session,0.8,3
2949,85,0,0,0,13,2,16,1,track,session,0.8,3
2950,34,0,0,0,-1,1,13,1,track,session,0.8,3
2981,146,0,0,0,-1,0,17,1,track,session,0.8,3
2982,146,0,0,0,-1,0,12,1,track,session,0.8,3
3123,0,0,0,0,-1,1,10,1,track,session,0.8,3
3233,146,0,0,0,-1,0,8,1,track,session,0.8,3
3235,146,0,0,0,-1,0,8,1,track,session,0.8,3
3238,137,0,0,0,65,3,30,1,track,session,0.8,3
3239,146,0,0,0,-1,0,5,1,track,session,0.8,3
3245,146,0,0,0,-1,0,31,1,track,session,0.8,3
3257,146,0,0,0,-1,0,6,1,track,session,0.8,3
3281,146,0,0,0,-1,0,13,1,track,session,0.8,3
3283,146,0,0,0,-1,0,10,1,track,session,0.8,3
3284,146,0,0,0,-1,0,12,1,track,session,0.8,3
3354,136,0,0,0,-1,1,21,1,track,session,0.8,3
3386,146,0,0,0,-1,0,13,1,track,session,0.8,3
3387,133,0,0,0,-1,4,29,1,track,session,0.8,3
3389,130,0,0,0,-1,6,40,1,track,session,0.8,3
3470,146,0,0,0,-1,0,8,1,track,session,0.8,3
3535,146,0,0,0,-1,0,69,1,track,session,0.8,3
3536,146,0,0,0,-1,0,34,1,track,session,0.8,3
3537,306,0,0,0,-1,1,35,1,track,session,0.8,3
3538,268,0,0,0,-1,3,74,1,track,session,0.8,3
3539,279,0,0,0,-1,3,87,1,track,session,0.8,3
3540,146,0,0,0,-1,0,7,1,track,session,0.8,3
3543,315,0,0,0,-1,2,72,1,track,session,0.8,3
3544,146,0,0,0,-1,0,31,1,track,session,0.8,3
3546,146,0,0,0,-1,0,67,1,track,session,0.8,3
3547,9,0,0,0,-1,2,85,1,track,session,0.8,3
3548,146,0,0,0,-1,0,15,1,track,session,0.8,3
3549,146,0,0,0,-1,0,18,1,track,session,0.8,3
3550,318,0,0,0,-1,1,72,1,track,session,0.8,3
3718,146,0,0,0,-1,0,19,1,track,session,0.8,3
3721,155,0,0,0,-1,1,16,1,track,session,0.8,3
3722,146,0,0,0,-1,0,53,1,track,session,0.8,3
3725,109,0,0,0,-1,1,36,1,track,session,0.8,3
3726,72,0,0,0,-1,1,37,1,track,session,0.8,3
3728,146,0,0,0,-1,0,7,1,track,session,0.8,3
3730,146,0,0,0,-1,0,4,1,track,session,0.8,3
3732,146,0,0,0,-1,0,37,1,track,session,0.8,3
3733,392,0,0,0,-1,1,48,1,track,session,0.8,3
3783,146,0,0,0,-1,0,16,1,track,session,0.8,3
3784,146,0,0,0,-1,0,7,1,track,session,0.8,3
3787,146,0,0,0,-1,0,25,1,track,session,0.8,3
3790,140,0,0,0,-1,3,52,1,track,session,0.8,3
3792,0,0,0,0,-1,1,24,1,track,session,0.8,3
3793,146,0,0,0,-1,0,41,1,track,session,0.8,3
3794,146,0,0,0,-1,0,17,1,track,session,0.8,3
3795,146,0,0,0,-1,0,80,1,track,session,0.8,3
3797,146,0,0,0,-1,0,9,1,track,session,0.8,3
3799,197,0,0,0,-1,2,46,1,track,session,0.8,3
3802,146,0,0,0,-1,0,22,1,track,session,0.8,3
3803,146,0,0,0,-1,0,37,1,track,session,0.8,3
3804,146,0,0,0,-1,0,61,1,track,session,0.8,3
3895,0,0,0,0,-1,1,67,1,track,session,0.8,3
3896,146,0,0,0,-1,0,8,1,track,session,0.8,3
3899,240,0,0,0,-1,2,57,1,track,session,0.8,3
3902,146,0,0,0,-1,0,4,1,track,session,0.8,3
3903,146,0,0,0,-1,0,28,1,track,session,0.8,3
3905,146,0,0,0,-1,0,29,1,track,session,0.8,3
3906,225,0,0,0,-1,5,56,1,track,session,0.8,3
3957,146,0,0,0,-1,0,6,1,track,session,0.8,3
4003,146,0,0,0,-1,0,8,1,track,session,0.8,3
4004,146,0,0,0,-1,0,4,1,track,session,0.8,3
4138,146,0,0,0,-1,0,5,1,track,session,0.8,3
4141,146,0,0,0,-1,0,16,1,track,session,0.8,3
4142,146,0,0,0,-1,0,45,1,track,session,0.8,3
4143,146,0,0,0,-1,0,34,1,track,session,0.8,3
4145,95,0,0,0,38,1,71,1,track,session,0.8,3
4153,146,0,0,0,-1,0,18,1,track,session,0.8,3
4160,146,0,0,0,-1,0,25,1,track,session,0.8,3
4163,146,0,0,0,-1,0,8,1,track,session,0.8,3
4164,81,0,0,0,-1,1,19,1,track,session,0.8,3
4166,146,0,0,0,-1,0,53,1,track,session,0.8,3
4167,146,0,0,0,-1,0,9,1,track,session,0.8,3
4212,146,0,0,0,-1,0,4,1,track,session,0.8,3
4213,211,1,1,1,1,2,19,1,track,session,0.8,3
4214,0,0,0,0,-1,2,22,1,track,session,0.8,3
4216,146,0,0,0,-1,0,5,1,track,session,0.8,3
4217,146,0,0,0,-1,0,4,1,track,session,0.8,3
4219,0,0,0,0,-1,1,11,1,track,session,0.8,3
4220,120,0,0,0,112,1,9,1,track,session,0.8,3
4222,146,0,0,0,-1,0,8,1,track,session,0.8,3
4223,0,0,0,0,-1,1,13,1,track,session,0.8,3
4224,146,0,0,0,-1,0,4,1,track,session,0.8,3
4227,54,0,0,0,11,1,33,1,track,session,0.8,3
4229,146,0,0,0,-1,0,8,1,track,session,0.8,3
4231,93,1,1,1,1,1,12,1,track,session,0.8,3
4233,146,0,0,0,-1,0,4,1,track,session,0.8,3
4318,146,0,0,0,-1,0,15,1,track,session,0.8,3
4322,146,0,0,0,-1,0,25,1,track,session,0.8,3
4323,146,0,0,0,-1,0,23,1,track,session,0.8,3
4325,204,0,0,0,-1,1,31,1,track,session,0.8,3
4326,331,0,1,1,4,3,33,1,track,session,0.8,3
4381,146,0,0,0,-1,0,7,1,track,session,0.8,3
4385,146,0,0,0,-1,0,7,1,track,session,0.8,3
4455,77,1,1,1,1,3,29,1,track,session,0.8,3
4474,146,0,0,0,-1,0,5,1,track,session,0.8,3
4477,66,0,0,0,-1,6,45,1,track,session,0.8,3
4481,109,1,1,1,1,2,44,1,track,session,0.8,3
4482,48,0,0,0,-1,1,35,1,track,session,0.8,3
4518,146,0,0,0,-1,0,19,1,track,session,0.8,3
4520,146,0,0,0,-1,0,4,1,track,session,0.8,3
4521,0,0,0,0,-1,5,29,1,track,session,0.8,3
4522,261,0,0,0,-1,1,25,1,track,session,0.8,3
4589,146,0,0,0,-1,0,5,1,track,session,0.8,3
4592,146,0,0,0,-1,0,4,1,track,session,0.8,3
4593,146,0,0,0,-1,0,23,1,track,session,0.8,3
4594,70,1,1,1,1,1,22,1,track,session,0.8,3
4595,146,0,0,0,-1,0,17,1,track,session,0.8,3
4596,338,0,0,0,-1,5,36,1,track,session,0.8,3
4599,113,0,1,1,4,2,24,1,track,session,0.8,3
4600,129,1,1,1,1,1,15,1,track,session,0.8,3
4604,232,0,0,1,10,4,34,1,track,session,0.8,3
4605,146,0,0,0,-1,0,18,1,track,session,0.8,3
4606,146,0,0,0,-1,0,4,1,track,session,0.8,3
4607,0,0,0,0,-1,1,16,1,track,session,0.8,3
4608,146,0,0,0,-1,0,7,1,track,session,0.8,3
4665,146,0,0,0,-1,0,21,1,track,session,0.8,3
4669,146,0,0,0,-1,0,4,1,track,session,0.8,3
4670,146,0,0,0,-1,0,7,1,track,session,0.8,3
4849,146,0,0,0,-1,0,70,1,track,session,0.8,3
4890,0,0,0,0,-1,4,40,1,track,session,0.8,3
4891,253,1,1,1,1,14,96,1,track,session,0.8,3
4892,0,0,0,0,-1,3,26,1,track,session,0.8,3
4894,76,0,0,0,-1,2,84,1,track,session,0.8,3
4895,101,0,0,0,63,1,9,1,track,session,0.8,3
4897,146,0,0,0,-1,0,5,1,track,session,0.8,3
4899,146,0,0,0,-1,0,6,1,track,session,0.8,3
4902,146,0,0,0,-1,0,12,1,track,session,0.8,3
4996,146,0,0,0,-1,0,9,1,track,session,0.8,3
4998,146,0,0,0,-1,0,30,1,track,session,0.8,3
5004,146,0,0,0,-1,0,4,1,track,session,0.8,3
5008,146,0,0,0,-1,0,15,1,track,session,0.8,3
5011,146,0,0,0,-1,0,11,1,track,session,0.8,3
5057,146,0,0,0,-1,0,20,1,track,session,0.8,3
5104,146,0,0,0,-1,0,11,1,track,session,0.8,3
5110,146,0,0,0,-1,0,17,1,track,session,0.8,3
5112,146,0,0,0,-1,0,7,1,track,session,0.8,3
5115,146,0,0,0,-1,0,13,1,track,session,0.8,3
5145,0,0,0,0,-1,2,57,1,track,session,0.8,3
5185,146,0,0,0,-1,0,5,1,track,session,0.8,3
5187,40,0,0,0,-1,5,29,1,track,session,0.8,3
5188,250,0,1,1,2,2,35,1,track,session,0.8,3
5189,146,0,0,0,-1,0,86,1,track,session,0.8,3
5205,146,0,0,0,-1,0,9,1,track,session,0.8,3
5219,146,0,0,0,-1,0,38,1,track,session,0.8,3
5220,146,0,0,0,-1,0,11,1,track,session,0.8,3
5221,146,0,0,0,-1,0,17,1,track,session,0.8,3
5293,148,0,0,0,-1,2,19,1,track,session,0.8,3
5294,0,0,0,0,-1,3,32,1,track,session,0.8,3
5297,146,0,0,0,-1,0,9,1,track,session,0.8,3
5298,0,0,0,0,-1,1,11,1,track,session,0.8,3
5299,217,0,0,0,-1,4,32,1,track,session,0.8,3
5300,146,0,0,0,-1,0,7,1,track,session,0.8,3
5301,146,0,0,0,-1,0,4,1,track,session,0.8,3
5302,0,0,0,0,-1,2,33,1,track,session,0.8,3
5303,15,0,0,0,-1,3,32,1,track,session,0.8,3
5304,146,0,0,0,-1,0,9,1,track,session,0.8,3
5305,0,0,0,0,-1,1,16,1,track,session,0.8,3
5306,29,0,0,0,-1,2,38,1,track,session,0.8,3
5308,231,0,0,0,12,2,35,1,track,session,0.8,3
5309,146,0,0,0,-1,0,5,1,track,session,0.8,3
5350,146,0,0,0,-1,0,8,1,track,session,0.8,3
5351,146,0,0,0,-1,0,8,1,track,session,0.8,3
5353,146,0,0,0,-1,0,10,1,track,session,0.8,3
5454,146,0,0,0,-1,0,21,1,track,session,0.8,3
5463,146,0,0,0,-1,0,16,1,track,session,0.8,3
5464,318,0,1,1,3,1,29,1,track,session,0.8,3
5489,146,0,0,0,-1,0,9,1,track,session,0.8,3
5494,146,0,0,0,-1,0,8,1,track,session,0.8,3
5503,146,0,0,0,-1,0,4,1,track,session,0.8,3
5529,146,0,0,0,-1,0,12,1,track,session,0.8,3
5530,146,0,0,0,-1,0,11,1,track,session,0.8,3
5531,146,0,0,0,-1,0,9,1,track,session,0.8,3
5533,132,0,0,0,23,1,9,1,track,session,0.8,3
5535,146,0,0,0,-1,0,8,1,track,session,0.8,3
5565,146,0,0,0,-1,0,11,1,track,session,0.8,3
5567,14,0,0,0,-1,2,24,1,track,session,0.8,3
5568,146,0,0,0,-1,0,27,1,track,session,0.8,3
5569,146,0,0,0,-1,0,4,1,track,session,0.8,3
5570,196,0,0,0,-1,1,18,1,track,session,0.8,3
5571,32,0,0,0,-1,1,20,1,track,session,0.8,3
5572,146,0,0,0,-1,0,15,1,track,session,0.8,3
5573,272,0,0,0,-1,3,33,1,track,session,0.8,3
5625,146,0,0,0,-1,0,5,1,track,session,0.8,3
5730,146,0,0,0,-1,0,6,1,track,session,0.8,3
5860,146,0,0,0,-1,0,11,1,track,session,0.8,3
5869,146,0,0,0,-1,0,69,1,track,session,0.8,3
5878,56,0,0,0,-1,1,79,1,track,session,0.8,3
5882,146,0,0,0,-1,0,16,1,track,session,0.8,3
5918,146,0,0,0,-1,0,7,1,track,session,0.8,3
6074,146,0,0,0,-1,0,29,1,track,session,0.8,3
6075,114,0,0,0,-1,1,27,1,track,session,0.8,3
6110,146,0,0,0,-1,0,5,1,track,session,0.8,3
6114,146,0,0,0,-1,0,19,1,track,session,0.8,3
6115,228,0,0,0,-1,1,20,1,track,session,0.8,3
6179,146,0,0,0,-1,0,10,1,track,session,0.8,3
6180,146,0,0,0,-1,0,34,1,track,session,0.8,3
6183,146,0,0,0,-1,0,6,1,track,session,0.8,3
6229,146,0,0,0,-1,0,6,1,track,session,0.8,3
6230,42,0,0,0,-1,4,27,1,track,session,0.8,3
6231,99,0,0,0,-1,2,16,1,track,session,0.8,3
6233,41,0,0,0,-1,4,30,1,track,session,0.8,3
6235,146,0,0,0,-1,0,7,1,track,session,0.8,3
6236,146,0,0,0,-1,0,7,1,track,session,0.8,3
6237,146,0,0,0,-1,0,4,1,track,session,0.8,3
6239,146,0,0,0,-1,0,8,1,track,session,0.8,3
6242,146,0,0,0,-1,0,4,1,track,session,0.8,3
6243,26,0,0,0,-1,1,9,1,track,session,0.8,3
6244,26,0,0,0,-1,3,23,1,track,session,0.8,3
6254,146,0,0,0,-1,0,12,1,track,session,0.8,3
6255,78,0,0,0,-1,5,30,1,track,session,0.8,3
6257,79,0,0,0,-1,3,32,1,track,session,0.8,3
6258,146,0,0,0,-1,0,7,1,track,session,0.8,3
6259,0,0,0,0,-1,4,28,1,track,session,0.8,3
6261,78,0,0,0,-1,1,12,1,track,session,0.8,3
6338,146,0,0,0,-1,0,19,1,track,session,0.8,3
6411,146,0,0,0,-1,0,45,1,track,session,0.8,3
6412,146,0,0,0,-1,0,17,1,track,session,0.8,3
6415,146,0,0,0,-1,0,15,1,track,session,0.8,3
6419,146,0,0,0,-1,0,14,1,track,session,0.8,3
6498,146,0,0,0,-1,0,47,1,track,session,0.8,3
6575,146,0,0,0,-1,0,52,1,track,session,0.8,3
6576,146,0,0,0,-1,0,46,1,track,session,0.8,3
6577,146,0,0,0,-1,0,16,1,track,session,0.8,3
6616,146,0,0,0,-1,0,14,1,track,session,0.8,3
6618,65,0,0,0,-1,1,24,1,track,session,0.8,3
6621,146,0,0,0,-1,0,5,1,track,session,0.8,3
6734,146,0,0,0,-1,0,7,1,track,session,0.8,3
6736,146,0,0,0,-1,0,10,1,track,session,0.8,3
6774,0,0,0,0,-1,1,49,1,track,session,0.8,3
6845,0,0,0,0,-1,5,52,1,track,session,0.8,3
6846,341,0,0,0,113,12,83,1,track,session,0.8,3
6847,164,0,0,0,-1,8,71,1,track,session,0.8,3
6914,10,0,1,1,3,3,22,1,track,session,0.8,3
6920,146,0,0,0,-1,0,5,1,track,session,0.8,3
6922,146,0,0,0,-1,0,13,1,track,session,0.8,3
6923,146,0,0,0,-1,0,6,1,track,session,0.8,3
6984,0,0,0,0,-1,13,72,1,track,session,0.8,3
7007,0,0,0,0,-1,1,22,1,track,session,0.8,3
7042,146,0,0,0,-1,0,16,1,track,session,0.8,3
7044,146,0,0,0,-1,0,6,1,track,session,0.8,3
7046,146,0,0,0,-1,0,7,1,track,session,0.8,3
7047,142,0,0,0,-1,4,24,1,track,session,0.8,3
7048,151,0,1,1,2,2,19,1,track,session,0.8,3
7049,146,0,0,0,-1,0,8,1,track,session,0.8,3
